n_homes,data,sum_data_vals
1874,"[('wifi heat mapping engineering', 929), ('schlage encode smart wifi deadbolt', 649), ('span stylecolor 242424 background-color ffffffschlage encodetrade smart wifi deadboltspan', 245), ('schlage encode   smart wifi deadbolt', 168), ('schlage smart wifi deadbolt', 108), ('span stylebackground-color ffffff color 242424schlage smart wifi deadboltspan', 72), ('eero pro 6 - mesh wifi system', 53), ('wifi heat mapping engineering no wifi dead spots', 34), ('span stylebackground-color ffffff color 242424schlagetrade smart wifi deadboltspan', 28), ('insulated wifi enabled garage doors with 1 belt drive openerand 2 remotes', 24), ('smart wifi deadbolt', 20), ('schlage encodetrade smart wifi deadbolt', 17), ('an eero pro 6 - mesh wifi system helps keep residents connected', 12), ('honeywell lyric round wifi thermostat', 12), ('ge monogramreg interior dishwasher with hidden controls led lighting and wifi connect', 12), ('honeywell home t6 pro wifi – smart thermostat', 9), ('eero pro 6 – mesh wifi system', 8), ('smart wifi thermostat', 8), ('spanschlage encode smart wifi deadbolt lockspan', 7), ('ge café energy star-certified dishwasher with top controls and wifi connect capability', 6), ('ge monogram built-in side-by-side refrigerator with dispenserled lighting and wifi connect capability', 6), ('ge energy star dishwasher with hidden controls and wifi connect capability', 6), ('ge monogram stainless steel built-in side-by-side refrigerator and wifi connect capability', 6), ('eero pro 6 - mesh wifi system1', 6), ('schlage encode smart wifi deadbolt in matte black', 6), ('ge stainless steel slide in 5-burner gas range with griddle and wifi', 4), ('ge energy star white side-by-side load washer and dryerwith built-in wifi and ultra-fresh vent system', 3)]",2458
