Availability,Price,Beds,Baths,Sqft,Address,Community,URL
Move-in ready,"$373,490",2.0,2.0,1483.0,"17 Buttonbush Lane, Gettysburg, PA",Lincoln in Amblebrook,https://www.lennar.com/new-homes/pennsylvania/adams-county/gettysburg/amblebrook/lincoln/23150650196
Under construction,"$396,240",2.0,2.0,1518.0,"85 BONESET DRIVE, Gettysburg, PA",Bancroft in Amblebrook,https://www.lennar.com/new-homes/pennsylvania/adams-county/gettysburg/amblebrook/bancroft/2315066c350
Future release,,,,,,,https://www.lennar.com/new-homes/pennsylvania/adams-county/gettysburg/amblebrook/jennings
Future release,,,,,,,https://www.lennar.com/new-homes/pennsylvania/adams-county/gettysburg/amblebrook/laguna
